id,conversationid,actor,conversant,dialoguetext,sequence,conditionstring,userscript,isgroup,hascheck,hasalts
1,32,0,0,0,Continue(),,,1,0,0
0,33,0,0,0,Continue(),,,0,0,0
1,33,0,0,0,Continue(),,,1,0,0
0,34,0,0,0,Continue(),,,0,0,0
1,34,0,0,0,Continue(),,,1,0,0
0,35,0,0,0,Continue(),,,0,0,0
1,35,0,0,0,Continue(),,,1,0,0
0,36,0,0,0,Continue(),,,0,0,0
1,36,0,0,0,Continue(),,,1,0,0
0,37,0,0,0,Continue(),,,0,0,0
1,37,0,0,0,Continue(),,,1,0,0
0,38,0,0,0,Continue(),,,0,0,0
1,38,0,0,0,Continue(),,,1,0,0
0,39,0,0,0,Continue(),,,0,0,0
1,39,0,0,0,Continue(),,,1,0,0
0,40,0,0,0,Continue(),,,0,0,0
1,40,0,0,0,Continue(),,,1,0,0
0,41,0,0,0,Continue(),,,0,0,0
1,41,0,0,0,Continue(),,,1,0,0
0,42,0,0,0,Continue(),,,0,0,0
1,42,0,0,0,Continue(),,,1,0,0
0,43,0,0,0,Continue(),,,0,0,0
1,43,0,0,0,Continue(),,,1,0,0
0,44,0,0,0,Continue(),,,0,0,0
1,44,0,0,0,Continue(),,,1,0,0
0,45,0,0,0,Continue(),,,0,0,0
1,45,0,0,0,Continue(),,,1,0,0
0,46,0,0,0,Continue(),,,0,0,0
1,46,0,0,0,Continue(),,,1,0,0
0,47,0,0,0,Continue(),,,0,0,0
1,47,0,0,0,Continue(),,,1,0,0
0,48,0,0,0,Continue(),,,0,0,0
1,48,0,0,0,Continue(),,,1,0,0
0,49,0,0,0,Continue(),,,0,0,0
1,49,0,0,0,Continue(),,,1,0,0
0,50,0,0,0,Continue(),,,0,0,0
1,50,0,0,0,Continue(),,,1,0,0
0,51,0,0,0,Continue(),,,0,0,0
1,51,0,0,0,Continue(),,,1,0,0
0,52,0,0,0,Continue(),,,0,0,0
1,52,0,0,0,Continue(),,,1,0,0
0,53,0,0,0,Continue(),,,0,0,0
1,53,0,0,0,Continue(),,,1,0,0
0,54,0,0,0,Continue(),,,0,0,0
1,54,0,0,0,Continue(),,,1,0,0
0,55,0,0,0,Continue(),,,0,0,0
1,55,0,0,0,Continue(),,,1,0,0
0,56,0,0,0,Continue(),,,0,0,0
1,56,0,0,0,Continue(),,,1,0,0
0,57,0,0,0,Continue(),,,0,0,0
1,57,0,0,0,Continue(),,,1,0,0
0,58,0,0,0,Continue(),,,0,0,0
1,58,0,0,0,Continue(),,,1,0,0
0,59,0,0,0,Continue(),,,0,0,0
1,59,0,0,0,Continue(),,,1,0,0
0,60,0,0,0,Continue(),,,0,0,0
1,60,0,0,0,Continue(),,,1,0,0
0,61,0,0,0,Continue(),,,0,0,0
1,61,0,0,0,Continue(),,,1,0,0
0,62,0,0,0,Continue(),,,0,0,0
1,62,0,0,0,Continue(),,,1,0,0
0,63,0,0,0,Continue(),,,0,0,0
1,63,0,0,0,Continue(),,,1,0,0
0,64,0,0,0,Continue(),,,0,0,0
1,64,0,0,0,Continue(),,,1,0,0
0,65,0,0,0,Continue(),,,0,0,0
1,65,0,0,0,Continue(),,,1,0,0
0,66,0,0,0,Continue(),,,0,0,0
1,66,0,0,0,Continue(),,,1,0,0
0,67,0,0,0,Continue(),,,0,0,0
1,67,0,0,0,Continue(),,,1,0,0
0,68,0,0,0,Continue(),,,0,0,0
1,68,0,0,0,Continue(),,,1,0,0
0,69,0,0,0,Continue(),,,0,0,0
1,69,0,0,0,Continue(),,,1,0,0
0,70,0,0,0,Continue(),,,0,0,0
1,70,0,0,0,Continue(),,,1,0,0
0,71,0,0,0,Continue(),,,0,0,0
1,71,0,0,0,Continue(),,,1,0,0
0,72,0,0,0,Continue(),,,0,0,0
1,72,0,0,0,Continue(),,,1,0,0
0,73,0,0,0,Continue(),,,0,0,0
1,73,0,0,0,Continue(),,,1,0,0
0,74,0,0,0,Continue(),,,0,0,0
1,74,0,0,0,Continue(),,,1,0,0
0,75,0,0,0,Continue(),,,0,0,0
1,75,0,0,0,Continue(),,,1,0,0
0,76,0,0,0,Continue(),,,0,0,0
1,76,0,0,0,Continue(),,,1,0,0
0,77,0,0,0,Continue(),,,0,0,0
1,77,0,0,0,Continue(),,,1,0,0
0,78,0,0,0,Continue(),,,0,0,0
1,78,0,0,0,Continue(),,,1,0,0
0,79,0,0,0,Continue(),,,0,0,0
1,79,0,0,0,Continue(),,,1,0,0
0,80,0,0,0,Continue(),,,0,0,0
1,80,0,0,0,Continue(),,,1,0,0
0,81,0,0,0,Continue(),,,0,0,0
1,81,0,0,0,Continue(),,,1,0,0
0,82,0,0,0,Continue(),,,0,0,0
1,82,0,0,0,Continue(),,,1,0,0
0,83,0,0,0,Continue(),,,0,0,0
1,83,0,0,0,Continue(),,,1,0,0
0,84,0,0,0,Continue(),,,0,0,0
1,84,0,0,0,Continue(),,,1,0,0
0,85,0,0,0,Continue(),,,0,0,0
1,85,0,0,0,Continue(),,,1,0,0
0,86,0,0,0,Continue(),,,0,0,0
1,86,0,0,0,Continue(),,,1,0,0
0,87,0,0,0,Continue(),,,0,0,0
1,87,0,0,0,Continue(),,,1,0,0
0,88,0,0,0,Continue(),,,0,0,0
1,88,0,0,0,Continue(),,,1,0,0
0,89,0,0,0,Continue(),,,0,0,0
1,89,0,0,0,Continue(),,,1,0,0
0,90,0,0,0,Continue(),,,0,0,0
1,90,0,0,0,Continue(),,,1,0,0
0,91,0,0,0,Continue(),,,0,0,0
1,91,0,0,0,Continue(),,,1,0,0
0,92,0,0,0,Continue(),,,0,0,0
1,92,0,0,0,Continue(),,,1,0,0
0,93,0,0,0,Continue(),,,0,0,0
1,93,0,0,0,Continue(),,,1,0,0
0,94,0,0,0,Continue(),,,0,0,0
1,94,0,0,0,Continue(),,,1,0,0
0,95,0,0,0,Continue(),,,0,0,0
1,95,0,0,0,Continue(),,,1,0,0
0,96,0,0,0,Continue(),,,0,0,0
1,96,0,0,0,Continue(),,,1,0,0
0,97,0,0,0,Continue(),,,0,0,0
1,97,0,0,0,Continue(),,,1,0,0
0,98,0,0,0,Continue(),,,0,0,0
1,98,0,0,0,Continue(),,,1,0,0
0,99,0,0,0,Continue(),,,0,0,0
1,99,0,0,0,Continue(),,,1,0,0
0,100,0,0,0,Continue(),,,0,0,0
1,100,0,0,0,Continue(),,,1,0,0
0,101,0,0,0,Continue(),,,0,0,0
1,101,0,0,0,Continue(),,,1,0,0
0,102,0,0,0,Continue(),,,0,0,0
1,102,0,0,0,Continue(),,,1,0,0
0,103,0,0,0,Continue(),,,0,0,0
1,103,0,0,0,Continue(),,,1,0,0
0,104,0,0,0,Continue(),,,0,0,0
1,104,0,0,0,Continue(),,,1,0,0
0,105,0,0,0,Continue(),,,0,0,0
1,105,0,0,0,Continue(),,,1,0,0
0,106,0,0,0,Continue(),,,0,0,0
1,106,0,0,0,Continue(),,,1,0,0
0,107,0,0,0,Continue(),,,0,0,0
1,107,0,0,0,Continue(),,,1,0,0
0,108,0,0,0,Continue(),,,0,0,0
1,108,0,0,0,Continue(),,,1,0,0
0,109,0,0,0,Continue(),,,0,0,0
1,109,0,0,0,Continue(),,,1,0,0
0,110,0,0,0,Continue(),,,0,0,0
1,110,0,0,0,Continue(),,,1,0,0
0,111,0,0,0,Continue(),,,0,0,0
1,111,0,0,0,Continue(),,,1,0,0
0,112,0,0,0,Continue(),,,0,0,0
1,112,0,0,0,Continue(),,,1,0,0
0,113,0,0,0,Continue(),,,0,0,0
1,113,0,0,0,Continue(),,,1,0,0
0,114,0,0,0,Continue(),,,0,0,0
1,114,0,0,0,Continue(),,,1,0,0
0,115,0,0,0,Continue(),,,0,0,0
1,115,0,0,0,Continue(),,,1,0,0
0,116,0,0,0,Continue(),,,0,0,0
1,116,0,0,0,Continue(),,,1,0,0
0,117,0,0,0,Continue(),,,0,0,0
1,117,0,0,0,Continue(),,,1,0,0
0,118,0,0,0,Continue(),,,0,0,0
1,118,0,0,0,Continue(),,,1,0,0
0,119,0,0,0,Continue(),,,0,0,0
1,119,0,0,0,Continue(),,,1,0,0
0,120,0,0,0,Continue(),,,0,0,0
1,120,0,0,0,Continue(),,,1,0,0
0,121,0,0,0,Continue(),,,0,0,0
1,121,0,0,0,Continue(),,,1,0,0
0,122,0,0,0,Continue(),,,0,0,0
1,122,0,0,0,Continue(),,,1,0,0
0,123,0,0,0,Continue(),,,0,0,0
1,123,0,0,0,Continue(),,,1,0,0
0,124,0,0,0,Continue(),,,0,0,0
1,124,0,0,0,Continue(),,,1,0,0
0,125,0,0,0,Continue(),,,0,0,0
1,125,0,0,0,Continue(),,,1,0,0
0,126,0,0,0,Continue(),,,0,0,0
1,126,0,0,0,Continue(),,,1,0,0
0,127,0,0,0,Continue(),,,0,0,0
1,127,0,0,0,Continue(),,,1,0,0
0,128,0,0,0,Continue(),,,0,0,0
1,128,0,0,0,Continue(),,,1,0,0
0,129,0,0,0,Continue(),,,0,0,0
1,129,0,0,0,Continue(),,,1,0,0
0,130,0,0,0,Continue(),,,0,0,0
1,130,0,0,0,Continue(),,,1,0,0
0,131,0,0,0,Continue(),,,0,0,0
1,131,0,0,0,Continue(),,,1,0,0
0,132,0,0,0,Continue(),,,0,0,0
1,132,0,0,0,Continue(),,,1,0,0
0,133,0,0,0,Continue(),,,0,0,0
1,133,0,0,0,Continue(),,,1,0,0
0,134,0,0,0,Continue(),,,0,0,0
1,134,0,0,0,Continue(),,,1,0,0
0,135,0,0,0,Continue(),,,0,0,0
1,135,0,0,0,Continue(),,,1,0,0
0,136,0,0,0,Continue(),,,0,0,0
1,136,0,0,0,Continue(),,,1,0,0
0,137,0,0,0,Continue(),,,0,0,0
1,137,0,0,0,Continue(),,,1,0,0
0,138,0,0,0,Continue(),,,0,0,0
1,138,0,0,0,Continue(),,,1,0,0
0,139,0,0,0,Continue(),,,0,0,0
1,139,0,0,0,Continue(),,,1,0,0
0,140,0,0,0,Continue(),,,0,0,0
1,140,0,0,0,Continue(),,,1,0,0
0,141,0,0,0,Continue(),,,0,0,0
1,141,0,0,0,Continue(),,,1,0,0
0,142,0,0,0,Continue(),,,0,0,0
1,142,0,0,0,Continue(),,,1,0,0
2,142,387,251,Try to unlock the door.,0,,"SetVariableValue(""character.door1_tried_locked"", true) --[[ Variable[ ]]",0,0,0
3,142,251,387,Your key no longer turns in the lock.,0,,,0,0,0
4,142,3,387,"""It must be an electronic lock. You will have to get Garte, the cafeteria manager, to open it first -- after you've paid for the night.""",0,,"SetVariableValue(""tc.electronic_locks"", true) --[[ Variable[ ]]",0,0,0
5,142,397,387,"You feel uncertain, like a child who's lost his mother in the crowd.",0,,,0,0,0
6,142,251,387,0,Continue(),,,1,0,0
7,142,251,387,0,Continue(),"Variable[""character.door1_locked_inland""]",,1,0,0
8,142,251,387,0,Continue(),"(Variable[""character.door1_locked_inland""]) == false",,1,0,0
9,142,0,0,0,0,,,1,0,0
10,142,387,251,Why would I want to stay in such a place?,0,,,0,0,0
11,142,387,251,Still sounds better than sleeping outside.,0,,,0,0,0
12,142,396,387,Because it's your last lifeline to being a police officer instead of a hobo.,0,,,0,0,0
13,142,396,387,"Yes, and it's not just a matter of comfort, but also of principle. This may be your last lifeline to being a police officer instead of a hobo.",0,,,0,0,0
14,142,406,387,Just punch the damned door. No *locks* are going to keep you out.,0,,"SetVariableValue(""character.door1_locked_half"", true) --[[ Variable[ ]]",0,0,0
15,142,387,251,"""Nah, I'll get by somehow. Didn't like that room very much anyway.""",0,"IsTHCPresent(""hobocop"") == false  and  IsKimHere()",,0,0,0
16,142,387,251,"""Actually, I don't need to pay -- I will brave the streets. Go undercover as a hobocop.""",0,"IsTHCPresent(""hobocop"")  and  IsKimHere()",,0,0,0
17,142,387,251,"""Right, I should go pay my debts before I can go to sleep.""",0,IsKimHere(),,0,0,0
18,142,0,0,0,0,,"SetVariableValue(""character.door1_damages_hub_reached"", true) --[[ Variable[ ]]",1,0,0
19,142,387,251,[Leave.],0,,,0,0,0
20,142,3,387,"""Our investigation does not at present require for anyone to go undercover. Let's drop this discussion and go settle your debt with the manager.""",0,,,0,0,0
21,142,3,387,"""I would advise against that. It's already late, and you won't find cheaper accommodation in the vicinity.""",0,,,0,0,0
22,142,3,387,"He nods. ""Yes, we both need to get proper rest tonight.""",0,,,0,0,0
23,142,398,387,He's asserting his leadership talents because he is concerned about you.,0,,,0,0,0
24,142,387,251,Observe the damage to your knuckles. Is this really worth it?,0,,,0,0,0
25,142,3,387,"The lieutenant looks on impassively. ""Even if you could break down the door, all you would get is another bill.""",0,,,0,0,0
26,142,402,387,"*Even if you could*? Don't let him talk you down, son!",0,,,0,0,0
27,142,387,251,"Try one more time. This time with both fists, one after the other.",0,,"ReputationGrows(""the_destroyer"")",0,0,0
28,142,6,387,"(His voice echoes from downstairs.) ""What's going on up there?""",0,,,0,0,0
29,142,3,387,"The lieutenant purses his lips. ""Admirable form. Now come on, let's go down.""",0,,,0,0,0
30,142,6,387,"(His voice echoes from downstairs.) ""What the hell is going on up there?""",0,,,0,0,0
31,142,3,387,"The lieutenant looks at you with a mixture of pity and weariness. ""Come on, let's go down.""",0,,,0,0,0
32,142,387,251,Blubber. And keep blubbering.,0,,,0,0,0
33,142,251,387,0,Continue(),,,1,0,0
34,142,251,387,0,Continue(),"Variable[""TASK.pay_for_the_damages_done""]",,1,0,0
35,142,251,387,0,Continue(),"(Variable[""TASK.pay_for_the_damages_done""]) == false",,1,0,0
36,142,251,387,Something about it has changed.,0,,,0,0,0
37,142,251,387,This is the door to your room.,0,,,0,0,1
38,142,387,251,Punch the door.,0,"Variable[""character.door1_locked_half""] == true","ReputationGrows(""the_destroyer"")",0,0,0
39,142,251,387,"The door rings from the impact, but does not budge.","AudioPlay(whirling_f2/klaasje_door/klaasje-door-02,1)@0.8; PlayAnimation(Tequila Sunset, GenericPunch);",,"SetVariableValue(""character.door1_punched"", true) --[[ Variable[ ]]",0,0,0
40,142,404,387,Your fist bounces off the door and comes back to you on a wave of agony that surges up your arm.,0,,"DamageEndurance(1);
SetVariableValue(""character.door1_pain_anti"", true) --[[ Variable[ ]]",0,0,0
41,142,251,387,0,Continue(),,,1,0,0
42,142,251,387,0,Continue(),"Variable[""character.door1_pain_anti""]",,1,0,0
43,142,251,387,0,Continue(),"(Variable[""character.door1_pain_anti""]) == false",,1,0,0
44,142,0,0,0,0,,,1,0,0
45,142,387,251,"""Aaaaa! It huuurts!""",0,,,0,0,0
46,142,387,251,Keep it in. Cradle your arm.,0,,,0,0,0
47,142,404,387,"The tears bring some relief, but not much.",0,,,0,0,0
48,142,404,387,"Your angry voice carries through the Whirling, but you still can't stop the tears from welling up in your eyes...",0,,,0,0,0
49,142,387,251,Try to stay cool.,0,,,0,0,0
50,142,404,387,Nice try. The tears come streaming down your face as you crumble to the ground.,0,"Variable[""character.door1_comp_cool""] == false",,0,0,0
51,142,0,0,0,Continue(),,,1,0,0
52,142,404,387,"It hurts, but keep your cool. You've got this.",0,,"SetVariableValue(""character.door1_pain_pass"", true) --[[ Variable[ ]]",0,0,0
53,142,251,387,0,Continue(),,,1,0,0
54,142,251,387,0,Continue(),"Variable[""character.door1_pain_pass""]",,1,0,0
55,142,251,387,0,Continue(),"(Variable[""character.door1_pain_pass""]) == false",,1,0,0
56,142,6,387,"(His voice echoes from downstairs.) ""What's going on up there?""","AudioPlay(whirling_f2/tequila_door/klaasje-door-02,1)",,,0,0,0
57,142,402,387,Pow-pow! That was impressive.,0,,,0,0,0
58,142,387,251,"""This door will fall prostrate before The Law!"" (Punch the door again.)",0,,"ReputationGrows(""the_destroyer"")",0,0,0
59,142,251,387,"The door shudders, but appears undamaged.","AudioPlay(whirling_f2/klaasje_door/klaasje-door-02,1)@0.8; PlayAnimation(Tequila Sunset, GenericPunch);",,,0,0,0
60,142,251,387,"The door appears undamaged, and even more impassive than the lieutenant.",0,,,0,0,0
61,142,411,387,You've got this. Men like you don't cry unless it serves their purposes.,0,,"SetVariableValue(""character.door1_comp_cool"", true) --[[ Variable[ ]]",0,0,0
62,142,387,251,Confront the door with a stoical expression. You are still The Law.,0,"Variable[""character.door1_comp_cool""] == true",HealVolition(1),0,0,0
63,142,3,387,"He nods toward the staircase. ""Come on, let's go down.""",0,,,0,0,0
64,142,387,251,"""Good night, lieutenant.""",0,,,0,0,0
65,142,0,0,0,Continue(),,,1,0,0
66,142,387,251,"""Alright, let's go.""","TravelTo(Tequila Sunset, TeqDebriefPos);TravelTo(Kim Kitsuragi, KimDebriefPos);FocusCamera(cam_debrief);BanishInterface(true)@1;TotalBlack(true,3)@1;BanishInterface(false)@4;",,,0,0,0
67,142,251,387,0,Continue(),,,1,0,0
68,142,251,387,0,Continue(),IsKimHere(),,1,0,0
69,142,251,387,0,Continue(),(IsKimHere()) == false,,1,0,0
70,142,251,387,0,Continue(),,,1,0,0
71,142,251,387,0,Continue(),IsKimHere(),,1,0,0
72,142,251,387,0,Continue(),(IsKimHere()) == false,,1,0,0
73,142,251,387,0,Continue(),,,1,0,0
74,142,251,387,0,Continue(),IsKimHere(),,1,0,0
75,142,251,387,0,Continue(),(IsKimHere()) == false,,1,0,0
76,142,251,387,0,Continue(),,,1,0,0
77,142,251,387,0,Continue(),IsKimHere(),,1,0,0
78,142,251,387,0,Continue(),(IsKimHere()) == false,,1,0,0
79,142,251,387,0,Continue(),,,1,0,0
80,142,251,387,0,Continue(),IsKimHere(),,1,0,0
81,142,251,387,0,Continue(),(IsKimHere()) == false,,1,0,0
82,142,6,387,"(His voice echoes from downstairs.) ""What the hell is going on up there?""",0,,,0,0,0
83,142,251,387,0,Continue(),,,1,0,0
84,142,251,387,0,Continue(),IsKimHere(),,1,0,0
85,142,251,387,0,Continue(),(IsKimHere()) == false,,1,0,0
86,142,3,387,"The lieutenant looks at you with a mixture of pity and weariness. ""Come on, let's go down.""",0,,,0,0,0
87,142,251,387,0,Continue(),,,1,0,0
88,142,251,387,0,Continue(),"Variable[""whirling.kim_orientation""]",,1,0,0
89,142,251,387,0,Continue(),"(Variable[""whirling.kim_orientation""]) == false",,1,0,0
90,142,3,387,"""Just a moment. You had some questions earlier, I believe, and, besides, we should discuss our progress on the investigation. Let's go out to the balcony.""",,,"GainTask(""TASK.debrief_with_kim_day_one"")--[[ Variable[ ]]",0,0,0
91,142,3,387,"""Just a moment. We should talk about our progress on the investigation. Let's go out to the balcony.""",,,"GainTask(""TASK.debrief_with_kim_day_one"")--[[ Variable[ ]]",0,0,0
92,142,367,387,"The door to your room locks every night at 21.00 if you haven't paid for the room. You can pay downstairs when speaking to Garte, the cafeteria manager.",0,,,0,0,0
93,142,409,387,"You could try climbing into that trash bin in the yard, hobocop style...",0,,"SetVariableValue(""character.got_hobocop_climb_into_trashbin_idea"", true) --[[ Variable[ ]]",0,0,0
94,142,251,387,0,Continue(),,,1,0,0
95,142,251,387,0,Continue(),"Variable[""yard.trash_container_hub_reached""]",,1,0,0
96,142,251,387,0,Continue(),"(Variable[""yard.trash_container_hub_reached""]) == false",,1,0,0
97,142,409,387,"You could try climbing into that trash bin in the yard, hobocop style... after you've gotten open the lid.",0,,"SetVariableValue(""character.got_hobocop_climb_into_trashbin_idea"", true) --[[ Variable[ ]]",0,0,0
98,142,251,387,0,Continue(),,,1,0,0
99,142,251,387,0,Continue(),"Variable[""yard.trash_container_open""]",,1,0,0
100,142,251,387,0,Continue(),"(Variable[""yard.trash_container_open""]) == false",,1,0,0
101,142,251,387,0,Continue(),,,1,0,0
102,142,251,387,0,Continue(),"Variable[""character.got_hobocop_climb_into_trashbin_idea""]",,1,0,0
103,142,251,387,0,Continue(),"(Variable[""character.got_hobocop_climb_into_trashbin_idea""]) == false",,1,0,0
104,142,409,387,"Hey, remember that trash bin idea...? Time to get climbing!",0,,,0,0,0
105,142,251,387,0,Continue(),,,1,0,0
106,142,251,387,0,Continue(),"Variable[""tc.turn_off_tutorial_node""]",,1,0,0
107,142,251,387,0,Continue(),"(Variable[""tc.turn_off_tutorial_node""]) == false",,1,0,0
0,143,0,0,0,Continue(),,,0,0,0
1,143,0,0,0,Continue(),,,1,0,0
2,143,254,387,The door has seen better days -- the layer of paint has started to peel off due to the salt and wind from the sea. Even the lock looks slightly rusted.,0,,,0,0,0
3,143,387,254,Unlock the shack door with the key.,0,,"SetVariableValue(""village.hq_door_unlocked"", true) ;
SetVariableValue(""village.hq_door_first_greeting_done"", true) --[[ Variable[ ]]",0,0,0
4,143,387,254,Never mind. [Leave.],0,,,0,0,0
5,143,254,387,0,Continue(),,,1,0,0
6,143,254,387,0,Continue(),"IsHourBetween(21,4)",,1,0,0
7,143,254,387,0,Continue(),"(IsHourBetween(21,4)) == false",,1,0,0
8,143,254,387,The key turns with a satisfying click. You can enter the shack now.,0,,,0,0,0
9,143,3,387,"""I'll be sleeping in my room in the Whirling. We'll meet in front of the shack in the morning.""",0,,NightyNightKitsuragiShack(),0,0,1
10,143,254,387,0,Continue(),,,1,0,0
11,143,254,387,0,Continue(),"Variable[""TASK.locate_ruby_on_the_coast_done""]  and  Variable[""TASK.return_to_whirling_done""] == false",,1,0,0
12,143,254,387,0,Continue(),"(Variable[""TASK.locate_ruby_on_the_coast_done""]  and  Variable[""TASK.return_to_whirling_done""] == false) == false",,1,0,0
13,143,3,387,"""I'm afraid we don't have time for rest stops right now, officer. We should really get back to the Whirling.""",0,,"GainTask(""TASK.return_to_whirling"")--[[ Variable[ ]]",0,0,0
14,143,387,254,"""Right."" [Leave.]",0,,,0,0,0
15,143,254,387,0,Continue(),,,1,0,0
16,143,254,387,0,Continue(),"Variable[""TASK.washerwoman_hiding_something""]  and  Variable[""TASK.washerwoman_hiding_something_done""] == false",,1,0,0
17,143,254,387,0,Continue(),"(Variable[""TASK.washerwoman_hiding_something""]  and  Variable[""TASK.washerwoman_hiding_something_done""] == false) == false",,1,0,0
18,143,387,254,"""I'll sleep here then. See you in the morning."" (Keep turning the key.)",0,,,0,0,0
19,143,3,387,"""Good night."" He smiles: ""And try not to break the case without me.""",0,,,0,0,0
20,143,3,387,"""I'll wait outside to give you some time and privacy to check out your new living arrangement. But just so you know...""",0,,,0,0,1
21,143,3,387,"""After we're done with the day, I'll still be staying in the Whirling-in-Rags for the night. We'll meet in front of the shack in the morning.""",0,,,0,0,0
22,143,254,387,0,Continue(),,,1,0,0
23,143,254,387,0,Continue(),IsKimHere(),,1,0,0
24,143,254,387,0,Continue(),(IsKimHere()) == false,,1,0,0
25,143,254,387,0,Continue(),,,1,0,0
26,143,254,387,0,Continue(),"Variable[""village.hq_door_first_greeting_done""]  and  IsHourBetween(21,4)",,1,0,0
27,143,254,387,0,Continue(),"(Variable[""village.hq_door_first_greeting_done""]  and  IsHourBetween(21,4)) == false",,1,0,0
28,143,254,387,It's getting cold this late in the night. Time to call it a day.,0,,,0,0,1
29,143,387,254,"""Good night, Kim."" (Send him away for the night.)",0,IsKimHere(),,0,0,0
30,143,387,254,Not yet. [Leave.],0,,,0,0,0
31,143,3,387,"""Good night, officer. We'll meet in front of the shack in the morning.""",0,,RemoveAndHideKitsuragiUntilMorning(),0,0,0
32,143,387,254,Enter the shack.,0,IsKimHere() == false,,0,0,0
33,143,254,387,...,0,,"GoToDestination(""Second-home-int"",""main"")",0,0,0
34,143,254,387,0,Continue(),,,1,0,0
35,143,254,387,0,Continue(),"IsHourBetween(21,4)",,1,0,0
36,143,254,387,0,Continue(),"(IsHourBetween(21,4)) == false",,1,0,0
37,143,387,254,Enter the shack.,0,,,0,0,0
0,144,0,0,0,Continue(),,,0,0,0
1,144,0,0,0,Continue(),,,1,0,0
2,144,273,0,The door is locked. Lieutenant Kitsuragi resides inside.,0,,,0,0,0
0,145,0,0,0,Continue(),,,0,0,0
1,145,0,0,0,Continue(),,,1,0,0
2,145,409,0,"Wow, you work *hard*.",0,,,0,0,0
3,145,387,0,I do?,0,,,0,0,0
4,145,387,0,(Discard thought.),0,,,0,0,0
5,145,409,0,"I know you're in a hurry, sir -- off to work really hard, as always -- I just need *one* moment of your time to discuss how hard you hustle.",0,,,0,0,0
6,145,409,0,"Oh, yes. You hustle. You're a provider. It's tough out there, but you keep it real and provide...",0,,,0,0,0
7,145,387,0,"I guess I do, yeah.",0,,,0,0,0
8,145,387,0,What hard work do I do exactly?,0,,,0,0,0
9,145,409,0,Oh yeah! Like a horse. A work horse. For hard work.,0,,,0,0,0
10,145,409,0,"Look at yourself, you're a human pedometer! You must have walked 200,000 steps down cracked asphalt, mosaic, sand, and linoleum after you re-emerged.",0,,,0,0,0
11,145,409,0,That is the sign of a hustler who never gives up. The world is harsh and people are evil -- you didn't make it that way. And you won't let it break you. You *ride*.,0,,,0,0,0
12,145,387,0,"Yeah, I ride. A little.",0,,,0,0,0
